平均加速度 > 0.01 的文件索引列表
============================================================

总文件数: 23161
符合条件的文件数: 6154

索引       平均加速度           文件名
15762    0.018676        us-pa-pittsburgh-hazelwood_2ec8142326ea5f28.npz
2538     0.018672        sg-one-north_5579be904adb590d.npz
11633    0.018667        us-ma-boston_dfb2163ed5d45e2b.npz
5894     0.018667        sg-one-north_c91eefe309595010.npz
13581    0.018662        us-nv-las-vegas-strip_b7b31e4ad372577d.npz
19715    0.018661        us-pa-pittsburgh-hazelwood_9ce0ebbc038b52fc.npz
16493    0.018647        us-pa-pittsburgh-hazelwood_431233368d265334.npz
19712    0.018646        us-pa-pittsburgh-hazelwood_9cb87fdca46e5b9a.npz
6497     0.018641        sg-one-north_deec665a15075bb8.npz
22498    0.018640        us-pa-pittsburgh-hazelwood_ee584962996757a3.npz
16325    0.018639        us-pa-pittsburgh-hazelwood_3eac1c7d733c5943.npz
23075    0.018636        us-pa-pittsburgh-hazelwood_fdddd5ddbd725b6a.npz
14957    0.018633        us-pa-pittsburgh-hazelwood_1787223255ed5b40.npz
14395    0.018620        us-pa-pittsburgh-hazelwood_06c96281d4455add.npz
15947    0.018606        us-pa-pittsburgh-hazelwood_34029ea0220255fc.npz
21293    0.018603        us-pa-pittsburgh-hazelwood_caf1afe8bdb453ed.npz
17860    0.018578        us-pa-pittsburgh-hazelwood_682a289642f355a8.npz
19137    0.018573        us-pa-pittsburgh-hazelwood_8d10721bb26d56d4.npz
22851    0.018570        us-pa-pittsburgh-hazelwood_f77bb6f3acc852b4.npz
14273    0.018569        us-pa-pittsburgh-hazelwood_03c29bad2bba5093.npz
2899     0.018563        sg-one-north_616cdf47cf3f5d28.npz
2108     0.018555        sg-one-north_4690982b6f365c71.npz
21676    0.018549        us-pa-pittsburgh-hazelwood_d658958df78f59ab.npz
15046    0.018542        us-pa-pittsburgh-hazelwood_1a0b2ad28488507f.npz
6893     0.018520        sg-one-north_ec7261c7a9b85fc6.npz
22454    0.018508        us-pa-pittsburgh-hazelwood_ecc5b9cdda35518d.npz
4719     0.018507        sg-one-north_a13fee70ef495bd9.npz
18372    0.018493        us-pa-pittsburgh-hazelwood_7790c48b886b5ccb.npz
9382     0.018488        us-ma-boston_69d1af94474b5feb.npz
18397    0.018481        us-pa-pittsburgh-hazelwood_78a075062bf159bf.npz
13767    0.018475        us-nv-las-vegas-strip_cd09fdb1f3ba5a39.npz
6984     0.018450        sg-one-north_ef539b7780635f18.npz
13926    0.018450        us-nv-las-vegas-strip_e5c51f3722535983.npz
17678    0.018446        us-pa-pittsburgh-hazelwood_633ea4bbae7c537a.npz
5412     0.018437        sg-one-north_ba26a8ef7c505fd4.npz
23073    0.018424        us-pa-pittsburgh-hazelwood_fdd17e31cf785b82.npz
3571     0.018418        sg-one-north_7ace45f5e46b59db.npz
6752     0.018417        sg-one-north_e7bae2a195ac5cf8.npz
23027    0.018416        us-pa-pittsburgh-hazelwood_fc6bb730c9c85bab.npz
10859    0.018414        us-ma-boston_b778311ffd6f5d1c.npz
22594    0.018412        us-pa-pittsburgh-hazelwood_f0c339f6ed8f5c20.npz
18347    0.018407        us-pa-pittsburgh-hazelwood_76eeb5c2e8005413.npz
22032    0.018405        us-pa-pittsburgh-hazelwood_e0777b5aaa4450aa.npz
1911     0.018375        sg-one-north_3f4aa5e7f8a65107.npz
17862    0.018373        us-pa-pittsburgh-hazelwood_68341567beb45c90.npz
20613    0.018370        us-pa-pittsburgh-hazelwood_b6732d0aa3755d5a.npz
9707     0.018363        us-ma-boston_7ab60b8e8ec059b7.npz
14854    0.018361        us-pa-pittsburgh-hazelwood_14ae8ff7ac29549e.npz
1183     0.018359        sg-one-north_276bd32870f358e8.npz
9352     0.018354        us-ma-boston_68679ef007885265.npz
19985    0.018349        us-pa-pittsburgh-hazelwood_a46a38973dcf541f.npz
16732    0.018345        us-pa-pittsburgh-hazelwood_495aa6c870145b3c.npz
19764    0.018343        us-pa-pittsburgh-hazelwood_9e2f22bf28cc5a76.npz
7989     0.018324        us-ma-boston_1d949565171c529a.npz
5689     0.018297        sg-one-north_c29851f3c2485690.npz
4118     0.018296        sg-one-north_8d3fa8858ddd57b6.npz
16137    0.018285        us-pa-pittsburgh-hazelwood_38a7fb89aee85764.npz
1751     0.018278        sg-one-north_39fb0c0873da5c38.npz
17766    0.018274        us-pa-pittsburgh-hazelwood_65b1db84f3935ed0.npz
10855    0.018273        us-ma-boston_b75e13332c875ccc.npz
7785     0.018272        us-ma-boston_1368b34fabf35740.npz
4454     0.018269        sg-one-north_98a1254f4fc85005.npz
18775    0.018256        us-pa-pittsburgh-hazelwood_836c60a5325653c9.npz
14496    0.018241        us-pa-pittsburgh-hazelwood_09f803b0714d55d8.npz
8446     0.018241        us-ma-boston_349960236c2e574a.npz
6431     0.018232        sg-one-north_dc78ab2ec976592e.npz
56       0.018228        sg-one-north_0227b24f49675fb1.npz
12611    0.018224        us-nv-las-vegas-strip_32ebde0bb96b5af2.npz
15089    0.018195        us-pa-pittsburgh-hazelwood_1b60bacf6b275527.npz
14485    0.018192        us-pa-pittsburgh-hazelwood_0993dc550b8f5da9.npz
14011    0.018185        us-nv-las-vegas-strip_f07cdf91c0c2562e.npz
14205    0.018184        us-pa-pittsburgh-hazelwood_020c664f465959cc.npz
14947    0.018178        us-pa-pittsburgh-hazelwood_1728d7233e225983.npz
17845    0.018172        us-pa-pittsburgh-hazelwood_678497a63ad951e6.npz
10226    0.018162        us-ma-boston_961c30e64db15b4d.npz
6002     0.018161        sg-one-north_cdd4282e37245c4b.npz
21550    0.018160        us-pa-pittsburgh-hazelwood_d2f6650228d1574a.npz
17380    0.018157        us-pa-pittsburgh-hazelwood_5ae48cedb3cc5e05.npz
17728    0.018156        us-pa-pittsburgh-hazelwood_64ce8de1fd4b5511.npz
20495    0.018153        us-pa-pittsburgh-hazelwood_b311339b10bf5e6a.npz
2771     0.018153        sg-one-north_5d4173bc7172566c.npz
10904    0.018146        us-ma-boston_ba01312b6cbf5474.npz
16937    0.018142        us-pa-pittsburgh-hazelwood_4ea0c28a93235f82.npz
19376    0.018133        us-pa-pittsburgh-hazelwood_93c22d23f757540d.npz
15157    0.018133        us-pa-pittsburgh-hazelwood_1d16cee819115474.npz
12858    0.018130        us-nv-las-vegas-strip_5346de4f81f95075.npz
18826    0.018123        us-pa-pittsburgh-hazelwood_84b518dc5f8a545b.npz
19839    0.018116        us-pa-pittsburgh-hazelwood_a0dc7e2778ed5cd5.npz
22282    0.018113        us-pa-pittsburgh-hazelwood_e775dc10bd0957a0.npz
21865    0.018100        us-pa-pittsburgh-hazelwood_db8a30b0a60a5983.npz
5508     0.018096        sg-one-north_bd5768bbd19e583b.npz
21180    0.018096        us-pa-pittsburgh-hazelwood_c771a0689e045870.npz
8205     0.018095        us-ma-boston_28cd1ba66a415233.npz
14570    0.018095        us-pa-pittsburgh-hazelwood_0c0415fdfc965544.npz
11007    0.018087        us-ma-boston_befdf0291db858a3.npz
16933    0.018083        us-pa-pittsburgh-hazelwood_4e8eb86e40a4562d.npz
16847    0.018078        us-pa-pittsburgh-hazelwood_4c48d1a6b78b5dc5.npz
4190     0.018049        sg-one-north_8ff9fdb59da3578c.npz
14207    0.018047        us-pa-pittsburgh-hazelwood_021ff07a8a785af3.npz
14379    0.018045        us-pa-pittsburgh-hazelwood_066b66225e9f531f.npz
16378    0.018044        us-pa-pittsburgh-hazelwood_4006edcc41ec55d3.npz
21731    0.018041        us-pa-pittsburgh-hazelwood_d7a1c5f037055b27.npz
22330    0.018034        us-pa-pittsburgh-hazelwood_e8ff4f70bddf5af1.npz
21756    0.018025        us-pa-pittsburgh-hazelwood_d88acbd8e3d55b96.npz
5334     0.018017        sg-one-north_b7c0d20d07e051af.npz
5147     0.018009        sg-one-north_b12a400a7b4a57c3.npz
21378    0.017997        us-pa-pittsburgh-hazelwood_cd5e92229f685abe.npz
16475    0.017993        us-pa-pittsburgh-hazelwood_42939742e08757c3.npz
8053     0.017992        us-ma-boston_20c2015534035152.npz
5163     0.017978        sg-one-north_b1aa2dedb1745ed6.npz
378      0.017972        sg-one-north_0dc32f6b32be56a5.npz
16558    0.017956        us-pa-pittsburgh-hazelwood_451b36c51ce25355.npz
12258    0.017952        us-nv-las-vegas-strip_024ddc515ba55be9.npz
12116    0.017951        us-ma-boston_f93ae67356735543.npz
20092    0.017949        us-pa-pittsburgh-hazelwood_a7c557fe381c52b8.npz
22104    0.017947        us-pa-pittsburgh-hazelwood_e29128bee1895b88.npz
21853    0.017934        us-pa-pittsburgh-hazelwood_db18d93077eb5093.npz
1418     0.017923        sg-one-north_2f30815bc9895893.npz
19604    0.017906        us-pa-pittsburgh-hazelwood_99926866787b50cb.npz
22974    0.017905        us-pa-pittsburgh-hazelwood_fae4fbf92e865a6f.npz
22710    0.017895        us-pa-pittsburgh-hazelwood_f3c46181bcb65b49.npz
9308     0.017883        us-ma-boston_65eef2285a8f571a.npz
14701    0.017881        us-pa-pittsburgh-hazelwood_10219e769cdd5cf0.npz
15052    0.017872        us-pa-pittsburgh-hazelwood_1a36a099536b5553.npz
3239     0.017859        sg-one-north_6dcf3dcee4f95b29.npz
15595    0.017843        us-pa-pittsburgh-hazelwood_294f95bd08fd5937.npz
18788    0.017840        us-pa-pittsburgh-hazelwood_83d9030cedde5aa6.npz
7729     0.017839        us-ma-boston_0f425a479de15439.npz
5265     0.017829        sg-one-north_b53bb86ab3f45438.npz
9862     0.017824        us-ma-boston_83226144a7855e1d.npz
234      0.017822        sg-one-north_0989dcca52e053ea.npz
4815     0.017811        sg-one-north_a5189532ca715ee6.npz
8620     0.017804        us-ma-boston_3f8ab4b5a6875ba4.npz
19958    0.017798        us-pa-pittsburgh-hazelwood_a3ba521d45705be2.npz
9920     0.017783        us-ma-boston_85a4f75a581e5772.npz
14864    0.017768        us-pa-pittsburgh-hazelwood_1507ae38d20157a4.npz
16838    0.017767        us-pa-pittsburgh-hazelwood_4c0394ac5b625482.npz
19463    0.017760        us-pa-pittsburgh-hazelwood_95cf3a3f018552b3.npz
22351    0.017751        us-pa-pittsburgh-hazelwood_e972ac9ace5c596b.npz
7367     0.017749        sg-one-north_fbc14d1aeb8f5f87.npz
10535    0.017739        us-ma-boston_a6978f5942fb5ba2.npz
16387    0.017739        us-pa-pittsburgh-hazelwood_403754e0094b5959.npz
10000    0.017738        us-ma-boston_89b1c376f5c55095.npz
7307     0.017737        sg-one-north_f99b4b5adb9a5910.npz
11290    0.017725        us-ma-boston_cd83e366a80c57e3.npz
20886    0.017718        us-pa-pittsburgh-hazelwood_bdf54563c1895af6.npz
1959     0.017706        sg-one-north_4112ab5ea9655f34.npz
17597    0.017704        us-pa-pittsburgh-hazelwood_60fc597bdee15484.npz
13201    0.017703        us-nv-las-vegas-strip_8598c2928d935905.npz
14183    0.017681        us-pa-pittsburgh-hazelwood_019ae7e695215f08.npz
4475     0.017672        sg-one-north_9941633f39235d64.npz
2185     0.017663        sg-one-north_48fddd8f58005853.npz
18032    0.017655        us-pa-pittsburgh-hazelwood_6cd53d973dbf57ee.npz
19286    0.017650        us-pa-pittsburgh-hazelwood_917c4971e79b5ff8.npz
13943    0.017644        us-nv-las-vegas-strip_e7bb6991f2f55ed9.npz
8485     0.017634        us-ma-boston_372f0fe271ff5354.npz
2963     0.017631        sg-one-north_63d814ec61f355e1.npz
14989    0.017616        us-pa-pittsburgh-hazelwood_186fb18112915a82.npz
8831     0.017616        us-ma-boston_4c379578284859c4.npz
17968    0.017612        us-pa-pittsburgh-hazelwood_6b027e54d0535232.npz
20647    0.017610        us-pa-pittsburgh-hazelwood_b7882baaf9d259eb.npz
10436    0.017599        us-ma-boston_a14841fb57bd5042.npz
9954     0.017597        us-ma-boston_878822e835205196.npz
15778    0.017595        us-pa-pittsburgh-hazelwood_2f3bc945c71c5fd3.npz
21445    0.017587        us-pa-pittsburgh-hazelwood_cf7d7eb191085822.npz
12901    0.017584        us-nv-las-vegas-strip_5a48b69dadc65a00.npz
14938    0.017569        us-pa-pittsburgh-hazelwood_16e5ba7a6a5755ad.npz
11702    0.017566        us-ma-boston_e43b9b574f4e5587.npz
14327    0.017565        us-pa-pittsburgh-hazelwood_050c2f202e8b5ac4.npz
15003    0.017546        us-pa-pittsburgh-hazelwood_18cf93e0394652f3.npz
15760    0.017539        us-pa-pittsburgh-hazelwood_2ebe4b45e1655a4a.npz
16503    0.017531        us-pa-pittsburgh-hazelwood_434977a2a602580d.npz
14357    0.017514        us-pa-pittsburgh-hazelwood_05c688c108cd58fd.npz
16244    0.017502        us-pa-pittsburgh-hazelwood_3bf8531de84f5bf0.npz
10405    0.017499        us-ma-boston_9fd5483cbe80563b.npz
18965    0.017492        us-pa-pittsburgh-hazelwood_889dbffc83dd5e3a.npz
11016    0.017488        us-ma-boston_bf5eb5bd24495744.npz
21190    0.017487        us-pa-pittsburgh-hazelwood_c7b0b0638a535fd0.npz
22352    0.017486        us-pa-pittsburgh-hazelwood_e9853c82b8275982.npz
5940     0.017469        sg-one-north_cb1bad503a1d5b1e.npz
11189    0.017466        us-ma-boston_c7606c44e4ee5f97.npz
720      0.017466        sg-one-north_1919489f7bea5bf7.npz
154      0.017460        sg-one-north_064f2915f5e658fe.npz
11610    0.017456        us-ma-boston_de9b6e2e3b235800.npz
21148    0.017454        us-pa-pittsburgh-hazelwood_c66cf79eac215565.npz
21114    0.017450        us-pa-pittsburgh-hazelwood_c4f8fb6afca95f17.npz
9130     0.017447        us-ma-boston_5bacd4c77f6057d3.npz
466      0.017443        sg-one-north_10bda4e816d859af.npz
9484     0.017437        us-ma-boston_6f6764ce36375b9a.npz
21762    0.017425        us-pa-pittsburgh-hazelwood_d8afe5f2f7f251d1.npz
5201     0.017413        sg-one-north_b35fb499cc0b5e12.npz
17433    0.017409        us-pa-pittsburgh-hazelwood_5c3f535a7a045167.npz
17874    0.017404        us-pa-pittsburgh-hazelwood_687e480db89f5e59.npz
4573     0.017399        sg-one-north_9c7cead1ee625ab0.npz
4394     0.017394        sg-one-north_96ee2f2cba6b5edd.npz
7837     0.017388        us-ma-boston_15b5ce1959455646.npz
5355     0.017380        sg-one-north_b86e9c7b0e33597b.npz
18465    0.017364        us-pa-pittsburgh-hazelwood_7b08b242c06c5708.npz
22153    0.017364        us-pa-pittsburgh-hazelwood_e3d3ea36464f5723.npz
17458    0.017356        us-pa-pittsburgh-hazelwood_5ce2db0e207b55d2.npz
20190    0.017355        us-pa-pittsburgh-hazelwood_aabdfcefd9105bd9.npz
3560     0.017353        sg-one-north_7a474baef03d575d.npz
17145    0.017343        us-pa-pittsburgh-hazelwood_5490fd86fec15e6e.npz
7898     0.017343        us-ma-boston_18e142a7d58455b5.npz
10845    0.017337        us-ma-boston_b6f85cac3db75817.npz
16208    0.017333        us-pa-pittsburgh-hazelwood_3ab88f6f23a550c8.npz
9571     0.017332        us-ma-boston_748a92ebcc3b5a19.npz
19543    0.017328        us-pa-pittsburgh-hazelwood_981588de2b8a5b7b.npz
18680    0.017325        us-pa-pittsburgh-hazelwood_80ee8eb12977527a.npz
22634    0.017320        us-pa-pittsburgh-hazelwood_f1b2de44f9d45f0d.npz
4        0.017309        sg-one-north_0039ca000ecc5313.npz
14228    0.017297        us-pa-pittsburgh-hazelwood_02b29d4866695ceb.npz
6767     0.017295        sg-one-north_e82afb5073b25793.npz
3807     0.017289        sg-one-north_8287ca3e1c875042.npz
20888    0.017289        us-pa-pittsburgh-hazelwood_be039b741d0d5cdf.npz
9510     0.017288        us-ma-boston_70bdb3250ebf5d43.npz
20634    0.017282        us-pa-pittsburgh-hazelwood_b6fba6387da35bfb.npz
22862    0.017281        us-pa-pittsburgh-hazelwood_f7a67c07735a5247.npz
21122    0.017278        us-pa-pittsburgh-hazelwood_c54aab06dd3752ff.npz
103      0.017275        sg-one-north_040bc77d9a335868.npz
21145    0.017270        us-pa-pittsburgh-hazelwood_c64a09ecee465c3e.npz
1241     0.017262        sg-one-north_293ddcc9e9705e88.npz
10850    0.017261        us-ma-boston_b723f7c4efff5a94.npz
16067    0.017261        us-pa-pittsburgh-hazelwood_36e8b73f295f5980.npz
10013    0.017255        us-ma-boston_8a8631929e2852df.npz
20377    0.017247        us-pa-pittsburgh-hazelwood_afebbef1da775f6e.npz
12667    0.017244        us-nv-las-vegas-strip_38edbf6418195ab1.npz
19633    0.017237        us-pa-pittsburgh-hazelwood_9a82ffb5afc153eb.npz
10272    0.017234        us-ma-boston_98974c4a20905867.npz
14542    0.017232        us-pa-pittsburgh-hazelwood_0b2b35e7621a5224.npz
5283     0.017232        sg-one-north_b5ddbb4cceb953c5.npz
4535     0.017231        sg-one-north_9b44ac6e176d5264.npz
13803    0.017225        us-nv-las-vegas-strip_d1bbab5226e25e55.npz
17118    0.017213        us-pa-pittsburgh-hazelwood_53d1978b51185e55.npz
16837    0.017210        us-pa-pittsburgh-hazelwood_4bf3c4032e2d540e.npz
15648    0.017206        us-pa-pittsburgh-hazelwood_2b2ca587bbe45c86.npz
8368     0.017203        us-ma-boston_30c281dfb4cb53f4.npz
14234    0.017189        us-pa-pittsburgh-hazelwood_02d7c32e7baa5fe4.npz
22492    0.017184        us-pa-pittsburgh-hazelwood_ee44fab8bde75f96.npz
16505    0.017177        us-pa-pittsburgh-hazelwood_434e825c9e5e5472.npz
157      0.017160        sg-one-north_067ed04dff7550bf.npz
19404    0.017156        us-pa-pittsburgh-hazelwood_947b71620e875b3d.npz
11871    0.017152        us-ma-boston_ec5fd2183ba95142.npz
16096    0.017147        us-pa-pittsburgh-hazelwood_37da4721a5555ed6.npz
8801     0.017139        us-ma-boston_4a3c2e285d075197.npz
20611    0.017135        us-pa-pittsburgh-hazelwood_b66f370cb66a55e6.npz
17126    0.017133        us-pa-pittsburgh-hazelwood_540cee1572d157a4.npz
8404     0.017111        us-ma-boston_32e4fb7aef8a5291.npz
769      0.017106        sg-one-north_1aa3e46c4fa75ed3.npz
12105    0.017101        us-ma-boston_f86af9d45d4355e6.npz
1442     0.017099        sg-one-north_304aca79722e598b.npz
18929    0.017097        us-pa-pittsburgh-hazelwood_87b86bdc00ab571a.npz
6382     0.017096        sg-one-north_dafdeb46ee63583c.npz
20360    0.017088        us-pa-pittsburgh-hazelwood_af8be75996e95b94.npz
20763    0.017088        us-pa-pittsburgh-hazelwood_bac5aa90376b55c6.npz
11116    0.017085        us-ma-boston_c44d71f75f2d5d61.npz
7752     0.017070        us-ma-boston_10891aae92d15cd5.npz
9937     0.017068        us-ma-boston_8675bce521715f78.npz
16692    0.017068        us-pa-pittsburgh-hazelwood_484ad7bdc1405d42.npz
17692    0.017067        us-pa-pittsburgh-hazelwood_637ade4c23735e00.npz
7633     0.017063        us-ma-boston_09a886d37ca55549.npz
17645    0.017055        us-pa-pittsburgh-hazelwood_623dc602e24e5fec.npz
17330    0.017055        us-pa-pittsburgh-hazelwood_59c4a9b2761a5692.npz
13999    0.017053        us-nv-las-vegas-strip_ef5a69e7a74956b3.npz
15943    0.017041        us-pa-pittsburgh-hazelwood_33ce9b2874ee5dbc.npz
6179     0.017038        sg-one-north_d4078b6a8bc85620.npz
18294    0.017033        us-pa-pittsburgh-hazelwood_759816c330025aff.npz
14427    0.017030        us-pa-pittsburgh-hazelwood_07fc45ab436d5dfa.npz
14888    0.017024        us-pa-pittsburgh-hazelwood_157c5d521079575a.npz
14909    0.017009        us-pa-pittsburgh-hazelwood_1605c8d927f15301.npz
4455     0.017007        sg-one-north_98a1996c0070562f.npz
8058     0.017001        us-ma-boston_210d1fdfd4bb5b20.npz
23145    0.016998        us-pa-pittsburgh-hazelwood_ff7e307a304f5459.npz
12394    0.016995        us-nv-las-vegas-strip_131be97c80315380.npz
21646    0.016980        us-pa-pittsburgh-hazelwood_d5af9afe556a5781.npz
7567     0.016971        us-ma-boston_05dc8beb6cdf5bb4.npz
17891    0.016960        us-pa-pittsburgh-hazelwood_68f13c911042522d.npz
22215    0.016948        us-pa-pittsburgh-hazelwood_e5cd75fbd4655f27.npz
14991    0.016945        us-pa-pittsburgh-hazelwood_1882a47898155289.npz
19570    0.016942        us-pa-pittsburgh-hazelwood_98d693cbf7515e85.npz
12138    0.016938        us-ma-boston_faab9771747b5825.npz
20776    0.016934        us-pa-pittsburgh-hazelwood_bb35dbbbe06f582a.npz
12391    0.016932        us-nv-las-vegas-strip_12e1cdddc4055aff.npz
21240    0.016931        us-pa-pittsburgh-hazelwood_c92f420becd15854.npz
